10;Producto_10;Marca_5;CAT2;74;6457.2;8071.5;4/12/2024;25;Proveedor [id=861, nombre=Nombre_861, apellido=Apellido_861, dni=43565513, domicilio=Domicilio [calle=Calle_90, altura=2024, piso=4, depto=G], tipoPersona=PROVEEDOR, email=persona861@example.com, active=false]
11;Producto_11;Marca_2;CAT3;11;2753.4;3441.8;14/7/2024;25;Proveedor [id=754, nombre=Nombre_754, apellido=Apellido_754, dni=33666034, domicilio=Domicilio [calle=Calle_76, altura=361, piso=9, depto=E], tipoPersona=PROVEEDOR, email=persona754@example.com, active=true]
12;Producto_12;Marca_4;CAT3;100;8537.1;10671.4;25/11/2024;25;Proveedor [id=832, nombre=Nombre_832, apellido=Apellido_832, dni=67742521, domicilio=Domicilio [calle=Calle_9, altura=999, piso=9, depto=B], tipoPersona=PROVEEDOR, email=persona832@example.com, active=false]
13;Producto_13;Marca_3;CAT1;85;1273.0;1591.3;11/8/2024;25;Proveedor [id=44, nombre=Nombre_44, apellido=Apellido_44, dni=68716367, domicilio=Domicilio [calle=Calle_5, altura=2518, piso=5, depto=X], tipoPersona=PROVEEDOR, email=persona44@example.com, active=true]
14;Producto_14;Marca_3;CAT2;84;6310.4;7888.0;21/6/2024;25;Proveedor [id=594, nombre=Nombre_594, apellido=Apellido_594, dni=40180358, domicilio=Domicilio [calle=Calle_18, altura=3267, piso=2, depto=V], tipoPersona=PROVEEDOR, email=persona594@example.com, active=false]
15;Producto_15;Marca_1;CAT3;26;3116.1;3895.1;27/6/2024;25;Proveedor [id=701, nombre=Nombre_701, apellido=Apellido_701, dni=60895612, domicilio=Domicilio [calle=Calle_94, altura=3449, piso=8, depto=N], tipoPersona=PROVEEDOR, email=persona701@example.com, active=true]
16;Producto_16;Marca_5;CAT3;47;1914.6;2393.3;22/8/2024;25;Proveedor [id=28, nombre=Nombre_28, apellido=Apellido_28, dni=48365592, domicilio=Domicilio [calle=Calle_1, altura=3855, piso=5, depto=R], tipoPersona=PROVEEDOR, email=persona28@example.com, active=true]
17;Producto_17;Marca_3;CAT1;89;3192.3;3990.4;13/3/2024;25;Proveedor [id=715, nombre=Nombre_715, apellido=Apellido_715, dni=66559443, domicilio=Domicilio [calle=Calle_56, altura=2474, piso=5, depto=O], tipoPersona=PROVEEDOR, email=persona715@example.com, active=true]
18;Producto_18;Marca_2;CAT2;45;5068.0;6335.0;23/12/2024;25;Proveedor [id=939, nombre=Nombre_939, apellido=Apellido_939, dni=40742374, domicilio=Domicilio [calle=Calle_88, altura=4881, piso=6, depto=Y], tipoPersona=PROVEEDOR, email=persona939@example.com, active=false]
19;Producto_19;Marca_1;CAT1;52;5146.1;6432.6;25/6/2024;25;Proveedor [id=58, nombre=Nombre_58, apellido=Apellido_58, dni=70041644, domicilio=Domicilio [calle=Calle_40, altura=4890, piso=10, depto=E], tipoPersona=PROVEEDOR, email=persona58@example.com, active=true]
20;Producto_20;Marca_3;CAT2;30;4140.9;5176.1;6/2/2024;25;Proveedor [id=537, nombre=Nombre_537, apellido=Apellido_537, dni=02171159, domicilio=Domicilio [calle=Calle_60, altura=2571, piso=10, depto=F], tipoPersona=PROVEEDOR, email=persona537@example.com, active=false]
21;Producto_21;Marca_4;CAT2;98;8298.1;10372.6;28/7/2024;25;Proveedor [id=644, nombre=Nombre_644, apellido=Apellido_644, dni=95003122, domicilio=Domicilio [calle=Calle_38, altura=3171, piso=5, depto=K], tipoPersona=PROVEEDOR, email=persona644@example.com, active=true]
22;Producto_22;Marca_1;CAT1;59;6437.5;8046.9;6/11/2024;25;Proveedor [id=372, nombre=Nombre_372, apellido=Apellido_372, dni=68711274, domicilio=Domicilio [calle=Calle_61, altura=4373, piso=3, depto=D], tipoPersona=PROVEEDOR, email=persona372@example.com, active=false]
23;Producto_23;Marca_4;CAT3;33;5302.3;6627.9;21/5/2024;25;Proveedor [id=489, nombre=Nombre_489, apellido=Apellido_489, dni=91378915, domicilio=Domicilio [calle=Calle_25, altura=4571, piso=7, depto=S], tipoPersona=PROVEEDOR, email=persona489@example.com, active=false]
24;Producto_24;Marca_3;CAT3;61;3824.5;4780.6;13/1/2024;25;Proveedor [id=657, nombre=Nombre_657, apellido=Apellido_657, dni=51033390, domicilio=Domicilio [calle=Calle_81, altura=2463, piso=10, depto=E], tipoPersona=PROVEEDOR, email=persona657@example.com, active=true]
25;Producto_25;Marca_2;CAT1;100;2902.6;3628.3;23/6/2024;25;Proveedor [id=630, nombre=Nombre_630, apellido=Apellido_630, dni=94921758, domicilio=Domicilio [calle=Calle_22, altura=2577, piso=2, depto=U], tipoPersona=PROVEEDOR, email=persona630@example.com, active=false]
26;Producto_26;Marca_1;CAT2;16;2335.5;2919.4;22/2/2024;25;Proveedor [id=465, nombre=Nombre_465, apellido=Apellido_465, dni=27869763, domicilio=Domicilio [calle=Calle_28, altura=4977, piso=2, depto=M], tipoPersona=PROVEEDOR, email=persona465@example.com, active=true]
27;Producto_27;Marca_5;CAT1;33;669.5;836.9;3/4/2024;25;Proveedor [id=416, nombre=Nombre_416, apellido=Apellido_416, dni=08955925, domicilio=Domicilio [calle=Calle_25, altura=751, piso=6, depto=X], tipoPersona=PROVEEDOR, email=persona416@example.com, active=false]
28;Producto_28;Marca_5;CAT2;49;6886.9;8608.6;23/4/2024;25;Proveedor [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=70267003, domicilio=Domicilio [calle=Calle_4, altura=3084, piso=7, depto=P], tipoPersona=PROVEEDOR, email=persona6@example.com, active=false]
29;Producto_29;Marca_5;CAT3;95;5103.2;6379.0;17/10/2024;25;Proveedor [id=394, nombre=Nombre_394, apellido=Apellido_394, dni=45271612, domicilio=Domicilio [calle=Calle_61, altura=559, piso=6, depto=D], tipoPersona=PROVEEDOR, email=persona394@example.com, active=false]
30;Producto_30;Marca_5;CAT3;56;4737.3;5921.6;10/8/2024;25;Proveedor [id=451, nombre=Nombre_451, apellido=Apellido_451, dni=14372850, domicilio=Domicilio [calle=Calle_34, altura=3807, piso=9, depto=G], tipoPersona=PROVEEDOR, email=persona451@example.com, active=true]
31;Producto_31;Marca_3;CAT1;48;8981.8;11227.3;23/11/2024;25;Proveedor [id=139, nombre=Nombre_139, apellido=Apellido_139, dni=59257162, domicilio=Domicilio [calle=Calle_25, altura=2669, piso=8, depto=K], tipoPersona=PROVEEDOR, email=persona139@example.com, active=true]
32;Producto_32;Marca_2;CAT2;1;3822.0;4777.5;7/5/2024;25;Proveedor [id=896, nombre=Nombre_896, apellido=Apellido_896, dni=33416605, domicilio=Domicilio [calle=Calle_19, altura=4610, piso=6, depto=B], tipoPersona=PROVEEDOR, email=persona896@example.com, active=false]
33;Producto_33;Marca_2;CAT1;72;8341.2;10426.5;23/5/2024;25;Proveedor [id=282, nombre=Nombre_282, apellido=Apellido_282, dni=92199917, domicilio=Domicilio [calle=Calle_58, altura=3665, piso=8, depto=H], tipoPersona=PROVEEDOR, email=persona282@example.com, active=false]
34;Producto_34;Marca_1;CAT2;46;4597.3;5746.6;24/4/2024;25;Proveedor [id=726, nombre=Nombre_726, apellido=Apellido_726, dni=07011977, domicilio=Domicilio [calle=Calle_46, altura=3744, piso=10, depto=W], tipoPersona=PROVEEDOR, email=persona726@example.com, active=false]
35;Producto_35;Marca_3;CAT1;47;1966.6;2458.3;1/5/2024;25;Proveedor [id=857, nombre=Nombre_857, apellido=Apellido_857, dni=43934098, domicilio=Domicilio [calle=Calle_32, altura=1730, piso=3, depto=A], tipoPersona=PROVEEDOR, email=persona857@example.com, active=true]
36;Producto_36;Marca_1;CAT3;9;6526.2;8157.8;23/6/2024;25;Proveedor [id=736, nombre=Nombre_736, apellido=Apellido_736, dni=45361760, domicilio=Domicilio [calle=Calle_85, altura=1738, piso=3, depto=F], tipoPersona=PROVEEDOR, email=persona736@example.com, active=true]
37;Producto_37;Marca_5;CAT3;42;780.5;975.6;14/5/2024;25;Proveedor [id=852, nombre=Nombre_852, apellido=Apellido_852, dni=41313594, domicilio=Domicilio [calle=Calle_31, altura=1632, piso=2, depto=N], tipoPersona=PROVEEDOR, email=persona852@example.com, active=true]
38;Producto_38;Marca_5;CAT3;49;2838.7;3548.4;2/3/2024;25;Proveedor [id=913, nombre=Nombre_913, apellido=Apellido_913, dni=38657857, domicilio=Domicilio [calle=Calle_54, altura=2739, piso=7, depto=O], tipoPersona=PROVEEDOR, email=persona913@example.com, active=false]
39;Producto_39;Marca_1;CAT3;49;7008.7;8760.9;5/7/2024;25;Proveedor [id=392, nombre=Nombre_392, apellido=Apellido_392, dni=02552528, domicilio=Domicilio [calle=Calle_57, altura=1418, piso=8, depto=M], tipoPersona=PROVEEDOR, email=persona392@example.com, active=true]
40;Producto_40;Marca_3;CAT2;94;9699.3;12124.1;9/4/2024;25;Proveedor [id=357, nombre=Nombre_357, apellido=Apellido_357, dni=46341449, domicilio=Domicilio [calle=Calle_72, altura=2184, piso=6, depto=M], tipoPersona=PROVEEDOR, email=persona357@example.com, active=false]
41;Producto_41;Marca_2;CAT2;1;5507.3;6884.1;20/10/2024;25;Proveedor [id=861, nombre=Nombre_861, apellido=Apellido_861, dni=43565513, domicilio=Domicilio [calle=Calle_90, altura=2024, piso=4, depto=G], tipoPersona=PROVEEDOR, email=persona861@example.com, active=false]
42;Producto_42;Marca_5;CAT1;24;8414.8;10518.5;13/9/2024;25;Proveedor [id=50, nombre=Nombre_50, apellido=Apellido_50, dni=05909804, domicilio=Domicilio [calle=Calle_10, altura=4302, piso=1, depto=M], tipoPersona=PROVEEDOR, email=persona50@example.com, active=true]
43;Producto_43;Marca_4;CAT3;47;2134.6;2668.3;2/2/2024;25;Proveedor [id=42, nombre=Nombre_42, apellido=Apellido_42, dni=01178218, domicilio=Domicilio [calle=Calle_41, altura=815, piso=10, depto=L], tipoPersona=PROVEEDOR, email=persona42@example.com, active=true]
44;Producto_44;Marca_1;CAT1;11;1814.9;2268.6;14/2/2024;25;Proveedor [id=505, nombre=Nombre_505, apellido=Apellido_505, dni=25496381, domicilio=Domicilio [calle=Calle_61, altura=4232, piso=5, depto=V], tipoPersona=PROVEEDOR, email=persona505@example.com, active=true]
45;Producto_45;Marca_3;CAT1;70;6549.1;8186.4;14/2/2024;25;Proveedor [id=154, nombre=Nombre_154, apellido=Apellido_154, dni=85858697, domicilio=Domicilio [calle=Calle_94, altura=1495, piso=9, depto=A], tipoPersona=PROVEEDOR, email=persona154@example.com, active=true]
46;Producto_46;Marca_1;CAT2;84;8439.1;10548.9;2/5/2024;25;Proveedor [id=173, nombre=Nombre_173, apellido=Apellido_173, dni=10573355, domicilio=Domicilio [calle=Calle_42, altura=1592, piso=9, depto=P], tipoPersona=PROVEEDOR, email=persona173@example.com, active=true]
47;Producto_47;Marca_5;CAT3;84;9317.5;11646.9;6/11/2024;25;Proveedor [id=205, nombre=Nombre_205, apellido=Apellido_205, dni=57481188, domicilio=Domicilio [calle=Calle_82, altura=2993, piso=10, depto=T], tipoPersona=PROVEEDOR, email=persona205@example.com, active=true]
48;Producto_48;Marca_2;CAT1;80;661.5;826.9;10/10/2024;25;Proveedor [id=313, nombre=Nombre_313, apellido=Apellido_313, dni=51352996, domicilio=Domicilio [calle=Calle_73, altura=1595, piso=5, depto=W], tipoPersona=PROVEEDOR, email=persona313@example.com, active=true]
49;Producto_49;Marca_3;CAT1;92;5715.2;7144.0;8/7/2024;25;Proveedor [id=988, nombre=Nombre_988, apellido=Apellido_988, dni=02942748, domicilio=Domicilio [calle=Calle_15, altura=4915, piso=7, depto=R], tipoPersona=PROVEEDOR, email=persona988@example.com, active=false]
50;Producto_50;Marca_2;CAT3;55;5387.4;6734.3;15/12/2024;25;Proveedor [id=925, nombre=Nombre_925, apellido=Apellido_925, dni=16274459, domicilio=Domicilio [calle=Calle_5, altura=2430, piso=3, depto=R], tipoPersona=PROVEEDOR, email=persona925@example.com, active=false]
51;Producto_51;Marca_5;CAT1;64;1102.1;1377.6;19/5/2024;25;Proveedor [id=871, nombre=Nombre_871, apellido=Apellido_871, dni=88093655, domicilio=Domicilio [calle=Calle_80, altura=2307, piso=9, depto=F], tipoPersona=PROVEEDOR, email=persona871@example.com, active=true]
52;Producto_52;Marca_2;CAT3;77;8454.0;10567.5;21/10/2024;25;Proveedor [id=636, nombre=Nombre_636, apellido=Apellido_636, dni=09296847, domicilio=Domicilio [calle=Calle_16, altura=2757, piso=4, depto=P], tipoPersona=PROVEEDOR, email=persona636@example.com, active=true]
53;Producto_53;Marca_3;CAT2;11;5256.5;6570.6;22/6/2024;25;Proveedor [id=65, nombre=Nombre_65, apellido=Apellido_65, dni=85500944, domicilio=Domicilio [calle=Calle_43, altura=2095, piso=7, depto=L], tipoPersona=PROVEEDOR, email=persona65@example.com, active=true]
54;Producto_54;Marca_2;CAT2;4;6368.5;7960.6;17/7/2024;25;Proveedor [id=726, nombre=Nombre_726, apellido=Apellido_726, dni=07011977, domicilio=Domicilio [calle=Calle_46, altura=3744, piso=10, depto=W], tipoPersona=PROVEEDOR, email=persona726@example.com, active=false]
55;Producto_55;Marca_5;CAT1;43;5550.0;6937.5;7/3/2024;25;Proveedor [id=65, nombre=Nombre_65, apellido=Apellido_65, dni=85500944, domicilio=Domicilio [calle=Calle_43, altura=2095, piso=7, depto=L], tipoPersona=PROVEEDOR, email=persona65@example.com, active=true]
56;Producto_56;Marca_1;CAT2;39;1515.4;1894.3;15/3/2024;25;Proveedor [id=657, nombre=Nombre_657, apellido=Apellido_657, dni=51033390, domicilio=Domicilio [calle=Calle_81, altura=2463, piso=10, depto=E], tipoPersona=PROVEEDOR, email=persona657@example.com, active=true]
57;Producto_57;Marca_5;CAT3;31;1346.2;1682.8;12/7/2024;25;Proveedor [id=269, nombre=Nombre_269, apellido=Apellido_269, dni=58514511, domicilio=Domicilio [calle=Calle_69, altura=654, piso=8, depto=J], tipoPersona=PROVEEDOR, email=persona269@example.com, active=false]
58;Producto_58;Marca_2;CAT2;35;9467.0;11833.8;24/8/2024;25;Proveedor [id=990, nombre=Nombre_990, apellido=Apellido_990, dni=30263644, domicilio=Domicilio [calle=Calle_64, altura=3735, piso=3, depto=O], tipoPersona=PROVEEDOR, email=persona990@example.com, active=false]
59;Producto_59;Marca_4;CAT3;97;4505.7;5632.1;12/4/2024;25;Proveedor [id=213, nombre=Nombre_213, apellido=Apellido_213, dni=53752269, domicilio=Domicilio [calle=Calle_56, altura=933, piso=5, depto=P], tipoPersona=PROVEEDOR, email=persona213@example.com, active=false]
60;Producto_60;Marca_5;CAT1;41;9528.8;11911.0;8/1/2024;25;Proveedor [id=359, nombre=Nombre_359, apellido=Apellido_359, dni=93945796, domicilio=Domicilio [calle=Calle_73, altura=2571, piso=3, depto=C], tipoPersona=PROVEEDOR, email=persona359@example.com, active=true]
61;Producto_61;Marca_1;CAT2;25;3380.7;4225.9;18/10/2024;25;Proveedor [id=988, nombre=Nombre_988, apellido=Apellido_988, dni=02942748, domicilio=Domicilio [calle=Calle_15, altura=4915, piso=7, depto=R], tipoPersona=PROVEEDOR, email=persona988@example.com, active=false]
62;Producto_62;Marca_3;CAT1;45;2154.3;2692.9;3/3/2024;25;Proveedor [id=806, nombre=Nombre_806, apellido=Apellido_806, dni=89210579, domicilio=Domicilio [calle=Calle_93, altura=3380, piso=7, depto=N], tipoPersona=PROVEEDOR, email=persona806@example.com, active=true]
63;Producto_63;Marca_2;CAT1;55;182.1;227.6;15/1/2024;25;Proveedor [id=366, nombre=Nombre_366, apellido=Apellido_366, dni=27853800, domicilio=Domicilio [calle=Calle_61, altura=821, piso=1, depto=D], tipoPersona=PROVEEDOR, email=persona366@example.com, active=true]
64;Producto_64;Marca_3;CAT2;83;9359.6;11699.5;20/3/2024;25;Proveedor [id=969, nombre=Nombre_969, apellido=Apellido_969, dni=31105492, domicilio=Domicilio [calle=Calle_2, altura=1927, piso=3, depto=P], tipoPersona=PROVEEDOR, email=persona969@example.com, active=true]
65;Producto_65;Marca_3;CAT1;88;4100.7;5125.9;11/2/2024;25;Proveedor [id=42, nombre=Nombre_42, apellido=Apellido_42, dni=01178218, domicilio=Domicilio [calle=Calle_41, altura=815, piso=10, depto=L], tipoPersona=PROVEEDOR, email=persona42@example.com, active=true]
66;Producto_66;Marca_2;CAT3;5;6772.3;8465.4;12/6/2024;25;Proveedor [id=628, nombre=Nombre_628, apellido=Apellido_628, dni=99673723, domicilio=Domicilio [calle=Calle_63, altura=1042, piso=2, depto=I], tipoPersona=PROVEEDOR, email=persona628@example.com, active=true]
67;Producto_67;Marca_3;CAT1;60;5067.2;6334.0;8/6/2024;25;Proveedor [id=148, nombre=Nombre_148, apellido=Apellido_148, dni=03439618, domicilio=Domicilio [calle=Calle_36, altura=2216, piso=4, depto=D], tipoPersona=PROVEEDOR, email=persona148@example.com, active=true]
68;Producto_68;Marca_2;CAT2;94;8448.2;10560.3;19/3/2024;25;Proveedor [id=663, nombre=Nombre_663, apellido=Apellido_663, dni=42223089, domicilio=Domicilio [calle=Calle_4, altura=4736, piso=1, depto=E], tipoPersona=PROVEEDOR, email=persona663@example.com, active=false]
69;Producto_69;Marca_3;CAT3;4;5532.5;6915.6;25/12/2024;25;Proveedor [id=427, nombre=Nombre_427, apellido=Apellido_427, dni=91436741, domicilio=Domicilio [calle=Calle_67, altura=2221, piso=7, depto=K], tipoPersona=PROVEEDOR, email=persona427@example.com, active=false]
70;Producto_70;Marca_3;CAT2;35;8085.4;10106.8;18/3/2024;25;Proveedor [id=543, nombre=Nombre_543, apellido=Apellido_543, dni=18732034, domicilio=Domicilio [calle=Calle_20, altura=1468, piso=7, depto=G], tipoPersona=PROVEEDOR, email=persona543@example.com, active=false]
71;Producto_71;Marca_4;CAT1;41;150.8;188.5;7/2/2024;25;Proveedor [id=88, nombre=Nombre_88, apellido=Apellido_88, dni=63259948, domicilio=Domicilio [calle=Calle_88, altura=3845, piso=9, depto=M], tipoPersona=PROVEEDOR, email=persona88@example.com, active=false]
72;Producto_72;Marca_1;CAT3;61;2773.1;3466.4;12/11/2024;25;Proveedor [id=913, nombre=Nombre_913, apellido=Apellido_913, dni=38657857, domicilio=Domicilio [calle=Calle_54, altura=2739, piso=7, depto=O], tipoPersona=PROVEEDOR, email=persona913@example.com, active=false]
73;Producto_73;Marca_4;CAT2;26;5750.0;7187.5;2/12/2024;25;Proveedor [id=426, nombre=Nombre_426, apellido=Apellido_426, dni=17209825, domicilio=Domicilio [calle=Calle_24, altura=2912, piso=5, depto=I], tipoPersona=PROVEEDOR, email=persona426@example.com, active=true]
74;Producto_74;Marca_2;CAT1;96;7903.7;9879.6;16/7/2024;25;Proveedor [id=547, nombre=Nombre_547, apellido=Apellido_547, dni=21944921, domicilio=Domicilio [calle=Calle_94, altura=1661, piso=4, depto=S], tipoPersona=PROVEEDOR, email=persona547@example.com, active=false]
75;Producto_75;Marca_1;CAT2;36;6470.8;8088.5;8/11/2024;25;Proveedor [id=185, nombre=Nombre_185, apellido=Apellido_185, dni=59224381, domicilio=Domicilio [calle=Calle_44, altura=637, piso=5, depto=L], tipoPersona=PROVEEDOR, email=persona185@example.com, active=true]
76;Producto_76;Marca_4;CAT1;52;4384.1;5480.1;5/12/2024;25;Proveedor [id=282, nombre=Nombre_282, apellido=Apellido_282, dni=92199917, domicilio=Domicilio [calle=Calle_58, altura=3665, piso=8, depto=H], tipoPersona=PROVEEDOR, email=persona282@example.com, active=false]
77;Producto_77;Marca_3;CAT1;41;1456.9;1821.1;16/10/2024;25;Proveedor [id=674, nombre=Nombre_674, apellido=Apellido_674, dni=16615047, domicilio=Domicilio [calle=Calle_31, altura=3473, piso=3, depto=T], tipoPersona=PROVEEDOR, email=persona674@example.com, active=true]
78;Producto_78;Marca_1;CAT1;6;1776.8;2221.0;12/6/2024;25;Proveedor [id=279, nombre=Nombre_279, apellido=Apellido_279, dni=22329613, domicilio=Domicilio [calle=Calle_64, altura=814, piso=9, depto=A], tipoPersona=PROVEEDOR, email=persona279@example.com, active=false]
79;Producto_79;Marca_2;CAT1;31;4981.2;6226.5;19/11/2024;25;Proveedor [id=949, nombre=Nombre_949, apellido=Apellido_949, dni=89333163, domicilio=Domicilio [calle=Calle_92, altura=2190, piso=10, depto=A], tipoPersona=PROVEEDOR, email=persona949@example.com, active=true]
80;Producto_80;Marca_4;CAT2;31;3505.7;4382.1;12/2/2024;25;Proveedor [id=843, nombre=Nombre_843, apellido=Apellido_843, dni=86749400, domicilio=Domicilio [calle=Calle_43, altura=2262, piso=3, depto=C], tipoPersona=PROVEEDOR, email=persona843@example.com, active=true]
81;Producto_81;Marca_3;CAT3;57;1388.6;1735.8;9/5/2024;25;Proveedor [id=566, nombre=Nombre_566, apellido=Apellido_566, dni=20565280, domicilio=Domicilio [calle=Calle_49, altura=3653, piso=3, depto=L], tipoPersona=PROVEEDOR, email=persona566@example.com, active=true]
82;Producto_82;Marca_4;CAT2;7;2757.2;3446.5;28/11/2024;25;Proveedor [id=810, nombre=Nombre_810, apellido=Apellido_810, dni=60775489, domicilio=Domicilio [calle=Calle_72, altura=3964, piso=6, depto=U], tipoPersona=PROVEEDOR, email=persona810@example.com, active=true]
83;Producto_83;Marca_5;CAT2;58;9739.3;12174.1;8/7/2024;25;Proveedor [id=913, nombre=Nombre_913, apellido=Apellido_913, dni=38657857, domicilio=Domicilio [calle=Calle_54, altura=2739, piso=7, depto=O], tipoPersona=PROVEEDOR, email=persona913@example.com, active=false]
84;Producto_84;Marca_2;CAT1;19;211.3;264.1;3/4/2024;25;Proveedor [id=922, nombre=Nombre_922, apellido=Apellido_922, dni=58785283, domicilio=Domicilio [calle=Calle_33, altura=1120, piso=6, depto=M], tipoPersona=PROVEEDOR, email=persona922@example.com, active=true]
85;Producto_85;Marca_5;CAT1;46;5535.4;6919.3;26/3/2024;25;Proveedor [id=653, nombre=Nombre_653, apellido=Apellido_653, dni=83100395, domicilio=Domicilio [calle=Calle_15, altura=3596, piso=5, depto=H], tipoPersona=PROVEEDOR, email=persona653@example.com, active=true]
86;Producto_86;Marca_5;CAT1;27;7234.3;9042.9;21/4/2024;25;Proveedor [id=10, nombre=Nombre_10, apellido=Apellido_10, dni=02619960, domicilio=Domicilio [calle=Calle_39, altura=4167, piso=6, depto=Q], tipoPersona=PROVEEDOR, email=persona10@example.com, active=true]
87;Producto_87;Marca_3;CAT2;39;9413.5;11766.9;26/10/2024;25;Proveedor [id=389, nombre=Nombre_389, apellido=Apellido_389, dni=56761704, domicilio=Domicilio [calle=Calle_38, altura=2074, piso=7, depto=D], tipoPersona=PROVEEDOR, email=persona389@example.com, active=false]
88;Producto_88;Marca_4;CAT1;83;666.9;833.6;12/11/2024;25;Proveedor [id=663, nombre=Nombre_663, apellido=Apellido_663, dni=42223089, domicilio=Domicilio [calle=Calle_4, altura=4736, piso=1, depto=E], tipoPersona=PROVEEDOR, email=persona663@example.com, active=false]
89;Producto_89;Marca_4;CAT2;85;5185.5;6481.9;23/2/2024;25;Proveedor [id=222, nombre=Nombre_222, apellido=Apellido_222, dni=44278226, domicilio=Domicilio [calle=Calle_81, altura=3188, piso=10, depto=T], tipoPersona=PROVEEDOR, email=persona222@example.com, active=false]
90;Producto_90;Marca_5;CAT2;48;7839.1;9798.9;4/7/2024;25;Proveedor [id=873, nombre=Nombre_873, apellido=Apellido_873, dni=13825212, domicilio=Domicilio [calle=Calle_11, altura=4814, piso=4, depto=R], tipoPersona=PROVEEDOR, email=persona873@example.com, active=false]
91;Producto_91;Marca_2;CAT3;28;2111.7;2639.6;19/2/2024;25;Proveedor [id=800, nombre=Nombre_800, apellido=Apellido_800, dni=27465261, domicilio=Domicilio [calle=Calle_53, altura=495, piso=6, depto=V], tipoPersona=PROVEEDOR, email=persona800@example.com, active=false]
92;Producto_92;Marca_5;CAT3;83;2946.3;3682.9;8/3/2024;25;Proveedor [id=750, nombre=Nombre_750, apellido=Apellido_750, dni=77339824, domicilio=Domicilio [calle=Calle_49, altura=3678, piso=1, depto=K], tipoPersona=PROVEEDOR, email=persona750@example.com, active=false]
93;Producto_93;Marca_3;CAT2;41;8788.0;10985.0;20/11/2024;25;Proveedor [id=99, nombre=Nombre_99, apellido=Apellido_99, dni=16580278, domicilio=Domicilio [calle=Calle_31, altura=2080, piso=4, depto=Q], tipoPersona=PROVEEDOR, email=persona99@example.com, active=true]
94;Producto_94;Marca_4;CAT2;88;8418.5;10523.1;27/9/2024;25;Proveedor [id=339, nombre=Nombre_339, apellido=Apellido_339, dni=05394085, domicilio=Domicilio [calle=Calle_43, altura=3253, piso=1, depto=G], tipoPersona=PROVEEDOR, email=persona339@example.com, active=true]
95;Producto_95;Marca_2;CAT2;8;8529.8;10662.3;13/5/2024;25;Proveedor [id=179, nombre=Nombre_179, apellido=Apellido_179, dni=92777705, domicilio=Domicilio [calle=Calle_69, altura=1049, piso=3, depto=H], tipoPersona=PROVEEDOR, email=persona179@example.com, active=false]
